snr_db,decoder,n_frames,ber,fer,avg_iters,hw_cycles_mean,hw_cycles_p95,hw_cycles_p99,hw_cycles_max,hw_time_us_mean,hw_time_us_p95,hw_time_us_p99,hw_time_us_max,ber_stage1,fer_stage1,grand_invocation_rate,stage1_cycles_mean,stage1_cycles_p95,stage1_cycles_p99,stage1_cycles_max,grand_cycles_mean,grand_cycles_p95,grand_cycles_p99,grand_cycles_max,patterns_tested_mean,patterns_tested_p95,patterns_tested_p99,patterns_tested_max,patterns_evaluated_mean,patterns_evaluated_p95,patterns_evaluated_p99,patterns_evaluated_max,patterns_tested_mean_if_grand,patterns_tested_p95_if_grand,patterns_tested_p99_if_grand,patterns_tested_max_if_grand,patterns_evaluated_mean_if_grand,patterns_evaluated_p95_if_grand,patterns_evaluated_p99_if_grand,patterns_evaluated_max_if_grand,pre_solver_attempt_rate,pre_solver_success_rate_total,pre_solver_success_rate_if_attempted,peel_candidate_mean,peel_candidate_p95,peel_candidate_max,peel_residual_vars_mean,peel_residual_vars_p95,peel_residual_vars_max,chase_candidate_mean,chase_candidate_p95,chase_candidate_max,chase_candidates_tested_mean,chase_candidates_tested_p95,chase_candidates_tested_max,chase_ldpc_iters_mean,chase_ldpc_iters_p95,chase_ldpc_iters_max,osd_candidate_mean,osd_candidate_p95,osd_candidate_max,osd_candidates_tested_mean,osd_candidates_tested_p95,osd_candidates_tested_max,osd_free_dim_mean,osd_free_dim_p95,osd_free_dim_max,restart_num_runs_mean,restart_num_runs_p95,restart_num_runs_max,restart_ldpc_iters_mean,restart_ldpc_iters_p95,restart_ldpc_iters_max,restart_anchor_bits_mean,restart_anchor_bits_p95,restart_anchor_bits_max,disagreement_added_mean,disagreement_added_p95,disagreement_added_max
9.0,ldpc15,1432,0.023782788172291826,0.08379888268156424,5.423882681564246,7560.67248603352,21156.0,21156.0,21156.0,9.450840607541899,26.445,26.445,26.445,0.023782788172291826,0.08379888268156424,0.0,7560.67248603352,21156.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.0,hybairsafe15,1432,0.023782788172291826,0.08379888268156424,5.423882681564246,15387.011173184357,66452.0,66518.07,556827.0,19.233763966480446,83.065,83.1475875,696.03375,0.023782788172291826,0.08379888268156424,0.08379888268156424,7560.67248603352,21156.0,21156.0,21156.0,7826.338687150838,45296.0,45362.07,535671.0,1073.9427374301677,4943.0,4943.0,84494.0,1073.9427374301677,4943.0,4943.0,84494.0,12815.716666666667,84494.0,84494.0,84494.0,12815.716666666667,84494.0,84494.0,84494.0,0.08379888268156424,0.002094972067039106,0.025,2.6403631284916202,26.0,77.0,2.469972067039106,26.0,77.0,3.965782122905028,39.0,119.0,0.38966480446927376,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4441340782122905,4.0,16.0,2.212290502793296,16.0,112.0,5.084497206703911,8.0,506.0,0.0,0.0,0.0
9.5,ldpc15,2139,0.014972537352243902,0.056100981767180924,5.005610098176718,6970.800841514727,21156.0,21156.0,21156.0,8.713501051893408,26.445,26.445,26.445,0.014972537352243902,0.056100981767180924,0.0,6970.800841514727,21156.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,hybairsafe15,2193,0.014967692388638406,0.05471956224350205,5.020519835841314,13576.446420428636,66285.2,66515.16,558265.0,16.970558025535794,82.8565,83.14395,697.83125,0.01497039059190485,0.0560875512995896,0.0560875512995896,6991.506155950752,21156.0,21156.0,21156.0,6584.940264477884,45129.2,45359.16,537109.0,923.4281805745554,4943.0,4943.0,84494.0,923.4281805745554,4943.0,4943.0,84494.0,16464.048780487807,84494.0,84494.0,84494.0,16464.048780487807,84494.0,84494.0,84494.0,0.0560875512995896,0.001823985408116735,0.032520325203252036,1.9001367989056088,26.0,77.0,1.794345645234838,26.0,77.0,2.864113087095303,39.0,119.0,0.2763337893296854,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3283173734610123,4.0,16.0,1.7291381668946648,16.0,112.0,4.735066119471044,8.0,506.0,0.0,0.0,0.0
10.0,ldpc15,2399,0.013296729283157923,0.0500208420175073,4.779074614422676,6654.191329720717,20867.09999999997,21156.0,21156.0,8.317739162150895,26.083874999999964,26.445,26.445,0.013296729283157923,0.0500208420175073,0.0,6654.191329720717,20867.09999999997,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.0,hybairsafe15,2405,0.013358972308676451,0.0498960498960499,4.781704781704781,27649.814553014552,56818.19999998773,557586.8,557776.0,34.562268191268195,71.02274999998465,696.9834999999999,697.22,0.013360663804450787,0.050311850311850315,0.050311850311850315,6657.938045738046,21091.799999999912,21156.0,21156.0,20991.87650727651,35726.399999987814,536430.8,536620.0,3258.729313929314,3954.3999999986513,84494.0,84494.0,3258.729313929314,3954.3999999986513,84494.0,84494.0,64770.61157024794,84494.0,84494.0,84494.0,64770.61157024794,84494.0,84494.0,84494.0,0.050311850311850315,0.0012474012474012475,0.024793388429752067,3.3014553014553014,20.799999999992906,77.0,3.2,6.399999999997817,77.0,5.079002079002079,31.19999999998936,119.0,0.4357588357588358,3.1999999999989086,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702702702702703,3.1999999999989086,16.0,4.557172557172557,12.799999999995634,112.0,19.806652806652806,6.399999999997817,506.0,0.0,0.0,0.0
10.5,ldpc15,3296,0.009642257335411042,0.03640776699029126,4.580400485436893,6373.863167475728,15279.0,21156.0,21156.0,7.967328959344659,19.09875,26.445,26.445,0.009642257335411042,0.03640776699029126,0.0,6373.863167475728,15279.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.5,hybairsafe15,3296,0.009642257335411042,0.03640776699029126,4.580400485436893,24809.742718446603,15279.0,557600.0,557780.0,31.012178398058257,19.09875,697.0,697.225,0.009642257335411042,0.03640776699029126,0.03640776699029126,6373.863167475728,15279.0,21156.0,21156.0,18435.879550970873,0.0,536444.0,536624.0,2881.6532160194174,0.0,84494.0,84494.0,2881.6532160194174,0.0,84494.0,84494.0,79149.40833333334,84494.0,84494.0,84494.0,79149.40833333334,84494.0,84494.0,84494.0,0.03640776699029126,0.0012135922330097086,0.03333333333333333,2.722390776699029,0.0,77.0,2.6559466019417477,0.0,77.0,4.198118932038835,0.0,119.0,0.3549757281553398,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5643203883495146,0.0,16.0,3.9320388349514563,0.0,112.0,17.63228155339806,0.0,506.0,0.0,0.0,0.0
11.0,ldpc15,3954,0.00831090454427095,0.030349013657056147,4.38745574102175,6103.918057663126,13890.0,21156.0,21156.0,7.629897572078907,17.3625,26.445,26.445,0.00831090454427095,0.030349013657056147,0.0,6103.918057663126,13890.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.0,hybairsafe15,4034,0.008339662058889967,0.029747149231531978,4.389935547843332,21258.866633614278,13890.0,557551.01,557755.0,26.573583292017847,17.3625,696.9387625,697.19375,0.008342274835495917,0.030738720872583045,0.030738720872583045,6107.487605354487,13890.0,21156.0,21156.0,15151.379028259791,0.0,536395.01,536599.0,2355.694595934556,0.0,84494.0,84494.0,2355.694595934556,0.0,84494.0,84494.0,76636.06451612903,84494.0,84494.0,84494.0,76636.06451612903,84494.0,84494.0,84494.0,0.030738720872583045,0.0022310361923648984,0.07258064516129033,2.266236985622211,0.0,77.0,2.1737729300941995,0.0,77.0,3.480168567178979,0.0,119.0,0.2962320277640059,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47000495785820523,0.0,16.0,3.2721864154685174,0.0,112.0,14.560237977193852,0.0,506.0,0.0,0.0,0.0
