snr_db,frames,ldpc_ber,ldpc_fer,hyb_ber,hyb_fer,avg_stage1_iters,failed_frame_rate,grand_invocation_rate,grand_rescue_rate_given_invoked,grand_info_rescue_rate_given_invoked,grand_parity_only_rescue_rate_given_invoked,avg_patterns_tested_per_invoked,avg_candidate_pool_per_invoked,avg_atoms_total_per_invoked,avg_queue_max_per_invoked,avg_zero_synd_candidates_per_invoked,avg_predicted_error_mass_per_invoked,avg_block_score_peak_per_invoked,avg_success_pattern_weight_given_rescue,avg_success_atom_count_given_rescue,avg_first_success_cost_given_rescue,grand_cap_hit_rate_given_invoked,avg_stage1_decoder_us,avg_grand_decoder_us,avg_total_hybrid_decoder_us
7,935,0.020239388369,0.110160427807,0.0202383439171,0.106951871658,5.93048128342,0.110160427807,0.110160427807,0.0291262135922,0.00970873786408,0.0194174757282,194174.825243,96,96,193873.038835,0.0291262135922,37.6565132932,1.22589565134,1.66666666667,1.66666666667,0.0666755313675,0.970873786408,27701.3459863,487521.536664,81406.9270306
7.5,1069,0.0163412067353,0.0935453695042,0.0163412067353,0.0935453695042,5.48082319925,0.0935453695042,0.0935453695042,0,0,0,200000,96,96,199754.98,0,37.6359917998,1.24802717268,0,0,0,1,26828.9079771,496602.572808,73283.7791471
8,1508,0.0118055267739,0.0663129973475,0.0118055267739,0.0663129973475,5.00862068966,0.0663129973475,0.0663129973475,0,0,0,200000,96,96,199454.28,0,37.3411365375,1.22728837013,0,0,0,1,22520.1584831,495729.974483,55393.498966
8.5,1876,0.010029026186,0.0538379530917,0.010029026186,0.0533049040512,4.82462686567,0.0538379530917,0.0538379530917,0.00990099009901,0,0.00990099009901,198019.811881,96,96,197735.752475,0.00990099009901,38.0722119578,1.23093105484,1,1,0.0400053188205,0.990099009901,18679.9841552,490497.055046,45087.3415964
9,2305,0.00813491390998,0.044251626898,0.00813491390998,0.0433839479393,4.4989154013,0.044251626898,0.044251626898,0.0196078431373,0,0.0196078431373,196078.45098,96,96,195917.254902,0.0196078431373,38.9381110212,1.23815656643,1,1,0.0400053188205,0.980392156863,16067.5109395,481304.873575,37366.0346292
