snr_db,frames,ldpc_ber,ldpc_fer,hyb_ber,hyb_fer,avg_stage1_iters,failed_frame_rate,grand_invocation_rate,grand_rescue_rate_given_invoked,grand_info_rescue_rate_given_invoked,grand_parity_only_rescue_rate_given_invoked,avg_patterns_tested_per_invoked,avg_atoms_total_per_invoked,avg_queue_max_per_invoked,avg_zero_synd_candidates_per_invoked,avg_success_pattern_weight_given_rescue,avg_success_atom_count_given_rescue,avg_stage1_decoder_us,avg_grand_decoder_us,avg_total_hybrid_decoder_us
7.5,1153,0.0182599401019,0.0867302688638,0.0182599401019,0.0867302688638,6.5724197745,0.0867302688638,0.0867302688638,0,0,0,200000,142,203.57,0,0,0,244121.914067,5476420.91059,719093.372054
8,1756,0.0118572261176,0.0569476082005,0.0118572261176,0.0569476082005,5.78246013667,0.0569476082005,0.0569476082005,0,0,0,200000,142,203.73,0,0,0,174957.200268,5520357.99051,489328.384238
8.5,2524,0.00841259843007,0.0400158478605,0.00841259843007,0.0396196513471,5.19889064976,0.0400158478605,0.0400158478605,0.00990099009901,0,0.00990099009901,198019.821782,142,203.108910891,0.00990099009901,2,2,164715.170892,5408177.21996,381127.967729
9,2817,0.00698881789137,0.0354987575435,0.00698881789137,0.0354987575435,4.94391196308,0.0354987575435,0.0354987575435,0,0,0,200000,142,207.56,0,0,0,140480.361072,5476450.2137,334887.539407
9.5,4102,0.00493566400536,0.0243783520234,0.00493566400536,0.0243783520234,4.45709410044,0.0243783520234,0.0243783520234,0,0,0,199867.79,142,286.36,0,0,0,115275.817733,5498959.85402,249331.396817
