snr_db,decoder,n_frames,ber,fer,ber_stage1,fer_stage1,stage2_invocation_rate,stage2_improve_rate_if_invoked,stage2_true_fix_rate_if_invoked,avg_stage1_bit_errors_if_invoked,p95_stage1_bit_errors_if_invoked,avg_stage1_syndrome_weight_if_invoked,p95_stage1_syndrome_weight_if_invoked,avg_stage1_error_span_if_invoked,p95_stage1_error_span_if_invoked,avg_stage1_error_runs_if_invoked,p95_stage1_error_runs_if_invoked,avg_stage1_block_concentration_if_invoked,p95_stage1_block_concentration_if_invoked,avg_snapshot_attempts_if_invoked,avg_snapshot_success_iter_if_fixed,primary_success_rate_if_invoked,fallback_success_rate_if_invoked,probe_invocation_rate,probe_success_rate_if_invoked,probe_escalation_rate_if_invoked,probe_syndrome_drop_mean_if_invoked,ai_gate_enabled,ai_gate_policy_mode,ai_gate_skip_rate,ai_gate_tiny_rate,ai_gate_full_rate,ai_gate_meta_rate,ai_gate_first_skip_rate,ai_gate_decision_count_mean_if_invoked,ai_gate_escalation_rate_if_invoked,ai_gate_confidence_mean_if_invoked,ai_gate_promise_mean_if_invoked,ai_gate_skip_rate_if_failed,ai_gate_tiny_rate_if_failed,ai_gate_full_rate_if_failed,ai_gate_meta_rate_if_failed,ai_gate_first_skip_rate_if_failed,ai_gate_decision_count_mean_if_failed,ai_gate_escalation_rate_if_failed,ai_gate_confidence_mean_if_failed,ai_gate_promise_mean_if_failed,snapshot_success_at_4
9.0,ldpc15,2242,0.012952282012573304,0.05352363960749331,0.012952282012573304,0.05352363960749331,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.0,hybairtgsub15,2302,0.013226937342881672,0.052128583840139006,0.013232319207892288,0.05386620330147698,0.05386620330147698,0.03225806451612903,0.03225806451612903,1328.483870967742,2031.1,1388.1693548387098,2039.85,5018.612903225807,5408.0,790.0403225806451,1120.7,0.052378950370175224,0.18500000275671424,1.0,4.0,0.0,0.0,1.0,0.0,0.9112903225806451,0.09655137107737603,1.0,probe_moe_roi_fix,0.0,0.08870967741935484,0.9112903225806451,0.0,0.0,1.0,0.9112903225806451,0.7463217002730216,-0.03505271258989289,0.0,0.08870967741935484,0.9112903225806451,0.0,0.0,1.0,0.9112903225806451,0.7463217002730216,-0.03505271258989289,0.03225806451612903
9.5,ldpc15,3601,0.008689955452873873,0.03332407664537628,0.008689955452873873,0.03332407664537628,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,hybairtgsub15,3644,0.008760449210504095,0.03293084522502744,0.008762326739586513,0.033754116355653126,0.033754116355653126,0.024390243902439025,0.024390243902439025,1403.878048780488,2081.0999999999995,1495.7154471544716,2043.6,5157.658536585366,5408.0,838.8536585365854,1126.9,0.031778197644687284,0.07692307978868484,1.0,4.0,0.0,0.0,1.0,0.0,0.9186991869918699,0.104332991126107,1.0,probe_moe_roi_fix,0.0,0.08130081300813008,0.9186991869918699,0.0,0.0,1.0,0.9186991869918699,0.7463021258997723,-0.03697681353130279,0.0,0.08130081300813008,0.9186991869918699,0.0,0.0,1.0,0.9186991869918699,0.7463021258997723,-0.03697681353130279,0.024390243902439025
10.0,ldpc15,3974,0.007158819679990947,0.03019627579265224,0.007158819679990947,0.03019627579265224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.0,hybairtgsub15,4060,0.007052542119684029,0.029556650246305417,0.007085561984434664,0.030295566502463053,0.030295566502463053,0.024390243902439025,0.024390243902439025,1264.8292682926829,2077.7,1346.0,2071.2,5152.79674796748,5408.0,760.349593495935,1137.1999999999998,0.031119874133387716,0.08758741505444022,1.0,4.0,0.0,0.0,1.0,0.0,0.959349593495935,0.10437851462785791,1.0,probe_moe_roi_fix,0.0,0.04065040650406504,0.959349593495935,0.0,0.0,1.0,0.959349593495935,0.7463164818965322,-0.04098084258063265,0.0,0.04065040650406504,0.959349593495935,0.0,0.0,1.0,0.959349593495935,0.7463164818965322,-0.04098084258063265,0.024390243902439025
10.5,ldpc15,5856,0.004906621085540143,0.020491803278688523,0.004906621085540143,0.020491803278688523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.5,hybairtgsub15,5976,0.004933967873466252,0.020080321285140562,0.004936041008214317,0.020749665327978582,0.020749665327978582,0.03225806451612903,0.03225806451612903,1286.483870967742,1997.4499999999998,1380.7096774193549,2064.2999999999997,5190.959677419355,5408.0,771.1854838709677,1085.25,0.021301363380776057,0.059823528304696075,1.0,4.0,0.0,0.0,1.0,0.0,0.9596774193548387,0.09545200008658632,1.0,probe_moe_roi_fix,0.0,0.04032258064516129,0.9596774193548387,0.0,0.0,1.0,0.9596774193548387,0.7463353862685542,-0.04488096347889833,0.0,0.04032258064516129,0.9596774193548387,0.0,0.0,1.0,0.9596774193548387,0.7463353862685542,-0.04488096347889833,0.03225806451612903
11.0,ldpc15,7437,0.0038592420911594274,0.016135538523598225,0.0038592420911594274,0.016135538523598225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.0,hybairtgsub15,7437,0.0038592420911594274,0.016135538523598225,0.0038592420911594274,0.016135538523598225,0.016135538523598225,0.0,0.0,1293.4666666666667,1985.2499999999998,1383.325,2036.15,5192.666666666667,5408.0,776.1083333333333,1095.25,0.02579544619269048,0.06102403514087198,1.0,nan,0.0,0.0,1.0,0.0,0.0,0.09324473673477769,1.0,probe_moe_roi_fix,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7463281601667404,-0.0446969192441126,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7463281601667404,-0.0446969192441126,0.0
11.5,ldpc15,11354,0.0020811390662832377,0.010568962480183195,0.0020811390662832377,0.010568962480183195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.5,hybairtgsub15,11354,0.0020811390662832377,0.010568962480183195,0.0020811390662832377,0.010568962480183195,0.010568962480183195,0.0,0.0,1064.8916666666667,1999.85,1141.9833333333333,2032.1,4975.458333333333,5408.0,643.1583333333333,1085.55,0.045320405485108496,0.11180555634200569,1.0,nan,0.0,0.0,1.0,0.0,0.03333333333333333,0.12481658849865199,1.0,probe_moe_roi_fix,0.0,0.9666666666666667,0.03333333333333333,0.0,0.0,1.0,0.03333333333333333,0.7464763149619102,-0.050186187130748294,0.0,0.9666666666666667,0.03333333333333333,0.0,0.0,1.0,0.03333333333333333,0.7464763149619102,-0.050186187130748294,0.0
12.0,ldpc15,15819,0.0015316691859201597,0.007585814526834819,0.0015316691859201597,0.007585814526834819,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12.0,hybairtgsub15,15819,0.0015316691859201597,0.007585814526834819,0.0015316691859201597,0.007585814526834819,0.007585814526834819,0.0,0.0,1091.9416666666666,1999.35,1195.9833333333333,2029.75,5064.833333333333,5408.0,668.6,1082.1,0.029134586876413474,0.10333333499729615,1.0,nan,0.0,0.0,1.0,0.0,0.0,0.11407470594470699,1.0,probe_moe_roi_fix,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7464150955279668,-0.05229522184721039,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7464150955279668,-0.05229522184721039,0.0
12.5,ldpc15,17180,0.0015542661757513552,0.006984866123399301,0.0015542661757513552,0.006984866123399301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12.5,hybairtgsub15,17180,0.0015542661757513552,0.006984866123399301,0.0015542661757513552,0.006984866123399301,0.006984866123399301,0.0,0.0,1203.3833333333334,2038.25,1291.75,2067.25,5140.141666666666,5408.0,715.2,1097.1,0.02821382029602925,0.06968390792608258,1.0,nan,0.0,0.0,1.0,0.0,0.0,0.1076802195670704,1.0,probe_moe_roi_fix,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7463693216443061,-0.052133790007701464,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7463693216443061,-0.052133790007701464,0.0
13.0,ldpc15,24204,0.0010494041524751643,0.00495785820525533,0.0010494041524751643,0.00495785820525533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13.0,hybairtgsub15,24204,0.0010494041524751643,0.00495785820525533,0.0010494041524751643,0.00495785820525533,0.00495785820525533,0.0,0.0,1144.6833333333334,1955.5,1267.6166666666666,2054.0499999999997,5060.675,5408.0,696.5583333333333,1060.1,0.04332694270803283,0.10214285887777794,1.0,nan,0.0,0.0,1.0,0.0,0.0,0.11072496830796202,1.0,probe_moe_roi_fix,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7463360697031021,-0.05711012192380925,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7463360697031021,-0.05711012192380925,0.0
