snr_db,frames,ldpc_ber,ldpc_fer,hyb_ber,hyb_fer,avg_stage1_iters,failed_frame_rate,grand_invocation_rate,grand_rescue_rate_given_invoked,grand_info_rescue_rate_given_invoked,grand_parity_only_rescue_rate_given_invoked,avg_patterns_tested_per_invoked,avg_candidate_pool_per_invoked,avg_atoms_total_per_invoked,avg_queue_max_per_invoked,avg_queue_dropped_per_invoked,avg_zero_synd_candidates_per_invoked,avg_predicted_error_mass_per_invoked,avg_block_score_peak_per_invoked,avg_success_pattern_weight_given_rescue,avg_success_atom_count_given_rescue,avg_first_success_cost_given_rescue,grand_cap_hit_rate_given_invoked,avg_stage1_decoder_us,avg_grand_decoder_us,avg_total_hybrid_decoder_us
7,811,0.0244995568742,0.123304562269,0.0244995568742,0.123304562269,5.81750924784,0.123304562269,0.123304562269,0,0,0,49972.62,608,608,1179.09,53382.22,0,1418.48592491,1.28495570421,0,0,0,0.99,18940.1155172,298557.91806,55753.6689155
7.5,793,0.0280863315731,0.126103404792,0.0280863315731,0.126103404792,5.54098360656,0.126103404792,0.126103404792,0,0,0,49886.35,608,608,727.99,55230.16,0,1525.32962622,1.28818548441,0,0,0,0.99,18625.3962519,298225.689097,56232.6710435
8,1016,0.0187997893086,0.0984251968504,0.0187997893086,0.0984251968504,5.1938976378,0.0984251968504,0.0984251968504,0,0,0,49405.65,608,608,1254.74,107588.9,0,1397.26659498,1.27304293513,0,0,0,0.96,19017.2336581,367872.159935,55225.1234155
8.5,1325,0.0145563089623,0.0754716981132,0.0145563089623,0.0754716981132,4.83773584906,0.0754716981132,0.0754716981132,0,0,0,49744.17,608,608,1172.44,64282.07,0,1371.2385148,1.28568326175,0,0,0,0.97,13008.5834381,298501.96599,35537.0337015
9,1698,0.0114300371761,0.0588928150766,0.0114300371761,0.0588928150766,4.4246171967,0.0588928150766,0.0588928150766,0,0,0,49608.22,608,608,1095.66,72409.01,0,1414.4527254,1.27490378499,0,0,0,0.96,13365.2562063,308165.420224,31513.9853125
