snr_db,frames,ldpc_ber,ldpc_fer,hyb_ber,hyb_fer,avg_stage1_iters,failed_frame_rate,grand_invocation_rate,grand_rescue_rate_given_invoked,grand_info_rescue_rate_given_invoked,grand_parity_only_rescue_rate_given_invoked,avg_patterns_tested_per_invoked,avg_candidate_pool_per_invoked,avg_atoms_total_per_invoked,avg_queue_max_per_invoked,avg_queue_dropped_per_invoked,avg_zero_synd_candidates_per_invoked,avg_predicted_error_mass_per_invoked,avg_block_score_peak_per_invoked,avg_success_pattern_weight_given_rescue,avg_success_atom_count_given_rescue,avg_first_success_cost_given_rescue,grand_cap_hit_rate_given_invoked,avg_stage1_decoder_us,avg_grand_decoder_us,avg_total_hybrid_decoder_us
7.5,999,0.0210395942818,0.1001001001,0.0210395942818,0.1001001001,6.73573573574,0.1001001001,0.1001001001,0,0,0,49924.25,608,608,607.75,29532.16,0,1507.139424,1.2882197243,0,0,0,0.99,21374.5782938,270853.02721,48486.99343
8,1296,0.017923237365,0.0771604938272,0.017923237365,0.0771604938272,6.03935185185,0.0771604938272,0.0771604938272,0,0,0,49839.67,608,608,457.63,25702.64,0,1633.59347178,1.28765093029,0,0,0,0.99,18326.8631406,259579.669009,38356.1585888
8.5,1620,0.0136140046296,0.0617283950617,0.0136140046296,0.0617283950617,5.39320987654,0.0617283950617,0.0617283950617,0,0,0,49516.29,608,608,922.08,64653.76,0,1559.84664989,1.27642581701,0,0,0,0.97,15739.5040168,313340.973563,35081.5394219
9,1776,0.0126903637035,0.0563063063063,0.0126903637035,0.0563063063063,5.16554054054,0.0563063063063,0.0563063063063,0,0,0,49630.52,608,608,596.46,58166.37,0,1617.25133266,1.28708398342,0,0,0,0.97,24220.7724633,318244.328052,42139.9350788
9.5,2924,0.0071328472341,0.0341997264022,0.0071328472341,0.0341997264022,4.48358413133,0.0341997264022,0.0341997264022,0,0,0,49837.87,608,608,433.67,32458.86,0,1545.15304589,1.28822628975,0,0,0,0.98,10527.3373871,249456.851925,19058.693472
