snr_db,frames,ldpc_ber,ldpc_fer,hyb_ber,hyb_fer,avg_stage1_iters,failed_frame_rate,grand_invocation_rate,grand_rescue_rate_given_invoked,grand_info_rescue_rate_given_invoked,grand_parity_only_rescue_rate_given_invoked,avg_patterns_tested_per_invoked,avg_candidate_pool_per_invoked,avg_atoms_total_per_invoked,avg_queue_max_per_invoked,avg_queue_dropped_per_invoked,avg_zero_synd_candidates_per_invoked,avg_predicted_error_mass_per_invoked,avg_block_score_peak_per_invoked,avg_success_pattern_weight_given_rescue,avg_success_atom_count_given_rescue,avg_first_success_cost_given_rescue,grand_cap_hit_rate_given_invoked,avg_max_free_dim_per_invoked,direct_success_rate_given_invoked,r1_success_rate_given_invoked,r2_success_rate_given_invoked,r3_success_rate_given_invoked,r4_success_rate_given_invoked,avg_stage1_decoder_us,avg_grand_decoder_us,avg_total_hybrid_decoder_us
8,561,0.0238047989082,0.112299465241,0.0238047989082,0.106951871658,5.05347593583,0.112299465241,0.112299465241,0.047619047619,0,0.047619047619,4.30158730159,63.8888888889,63.8888888889,0,0,0.0793650793651,1557.55632697,1.25796521088,10.3333333333,1,-1.32094102669,0,0,0.015873015873,0,0,0,0.047619047619,9582.15467982,2193867.90572,255952.347301
9,828,0.0144101939915,0.0772946859903,0.0144078351449,0.0724637681159,4.50241545894,0.0772946859903,0.0772946859903,0.0625,0.03125,0.03125,4.21875,64,64,0,0,0.09375,1391.73502502,1.23824800272,20,1,-0.452825099945,0,0,0,0,0.03125,0,0.0625,8802.96742611,2134358.00841,173777.499477
10,1140,0.0113606770833,0.0552631578947,0.0113606770833,0.0526315789474,3.97631578947,0.0552631578947,0.0552631578947,0.047619047619,0,0.047619047619,4.30158730159,64,64,0,0,0.047619047619,1555.3481853,1.25376079669,8,1,-2.3636928374,0,0,0,0,0,0,0.047619047619,7942.39503948,2320244.80789,136166.450212
11,1680,0.00771019345238,0.0363095238095,0.00771019345238,0.0357142857143,3.44642857143,0.0363095238095,0.0363095238095,0.016393442623,0,0.016393442623,4.03278688525,64,64,0,0,0.016393442623,1610.54560139,1.28855934104,31,1,-7.10750891113,0,0,0,0,0,0,0.016393442623,7317.47746897,2415675.59869,95029.5081358
12,2353,0.00486247609435,0.0259243518912,0.00486247609435,0.0254993625159,3.09434764131,0.0259243518912,0.0259243518912,0.016393442623,0,0.016393442623,4.11475409836,64,64,0,0,0.016393442623,1423.42674051,1.26438108331,6,1,-1.83573163033,0,0,0,0,0,0,0.016393442623,6630.15833208,2242774.9662,64772.6457687
13,3929,0.00288817924408,0.0162891320947,0.00288793069165,0.0152710613388,2.83507253754,0.0162891320947,0.0162891320947,0.0625,0.015625,0.046875,4.359375,64,64,0,0,0.09375,1349.09636433,1.2444764697,13,1,-1.7294853754,0,0,0.015625,0,0.015625,0,0.0625,6127.13456472,2278837.73261,43247.4234136
14,6407,0.00159600217536,0.0101451537381,0.00159600217536,0.00936475729671,2.53457156235,0.0101451537381,0.0101451537381,0.0769230769231,0,0.0769230769231,4.24615384615,63.8769230769,63.8769230769,0,0,0.107692307692,1214.25231507,1.2252248278,14.4,1,-0.285117329502,0,0,0.0153846153846,0,0,0,0.0769230769231,5683.50710688,2119188.81955,27183.0034813
15,9892,0.00120994237768,0.00677315002022,0.00120994237768,0.00606550748079,2.32763849575,0.00677315002022,0.00677315002022,0.10447761194,0,0.10447761194,4.5223880597,63.7014925373,63.7014925373,0,0,0.164179104478,1324.11897912,1.20888274285,8.85714285714,1,-0.979722526227,0,0,0.0298507462687,0,0,0,0.10447761194,5681.46823817,2379770.9478,21800.0138814
