snr_db,frames,ldpc_ber,ldpc_fer,hyb_ber,hyb_fer,avg_stage1_iters,failed_frame_rate,grand_invocation_rate,grand_rescue_rate_given_invoked,grand_info_rescue_rate_given_invoked,grand_parity_only_rescue_rate_given_invoked,avg_patterns_tested_per_invoked,avg_candidate_pool_per_invoked,avg_atoms_total_per_invoked,avg_queue_max_per_invoked,avg_queue_dropped_per_invoked,avg_zero_synd_candidates_per_invoked,avg_predicted_error_mass_per_invoked,avg_block_score_peak_per_invoked,avg_success_pattern_weight_given_rescue,avg_success_atom_count_given_rescue,avg_first_success_cost_given_rescue,grand_cap_hit_rate_given_invoked,avg_max_free_dim_per_invoked,direct_success_rate_given_invoked,r1_success_rate_given_invoked,r2_success_rate_given_invoked,r3_success_rate_given_invoked,r4_success_rate_given_invoked,avg_stage1_decoder_us,avg_grand_decoder_us,avg_total_hybrid_decoder_us
8,369,0.0310038744919,0.170731707317,0.0310038744919,0.162601626016,3.9972899729,0.170731707317,0.170731707317,0.047619047619,0,0.047619047619,4.26984126984,64,64,0,0,0.047619047619,1323.00679818,1.25908150843,13.6666666667,1,0.986087591807,0,0,0,0,0,0,0.047619047619,10452.2030267,2329988.07171,408255.044539
9,494,0.0192011165233,0.137651821862,0.0191991396761,0.121457489879,3.82186234818,0.137651821862,0.137651821862,0.117647058824,0.0147058823529,0.102941176471,4.48529411765,64,64,0,0,0.176470588235,1053.8545523,1.21089736591,12.25,1,-0.480266841412,0,0,0.0147058823529,0.0147058823529,0.0147058823529,0.0147058823529,0.117647058824,9478.20519518,2338403.20651,331363.66682
10,707,0.014040675831,0.104667609618,0.0140392945545,0.0848656294201,3.46958981612,0.104667609618,0.104667609618,0.189189189189,0.0135135135135,0.175675675676,4.93243243243,63.7567567568,63.7567567568,0,0,0.283783783784,1022.27596046,1.18879214654,14.4285714286,1,-1.81145228929,0,0,0.0540540540541,0,0.0135135135135,0,0.189189189189,8416.10424604,2334886.68237,252803.112019
11,1080,0.00700954861111,0.062037037037,0.00700954861111,0.0555555555556,3.11111111111,0.062037037037,0.062037037037,0.10447761194,0,0.10447761194,4.49253731343,64,64,0,0,0.10447761194,937.472224207,1.23392129389,11.5714285714,1,-0.728339084217,0,0,0,0,0,0,0.10447761194,7478.69293124,2368150.74331,154391.748303
12,1653,0.00472152903811,0.043557168784,0.00472152903811,0.0362976406534,2.74531155475,0.043557168784,0.043557168784,0.166666666667,0,0.166666666667,4.69444444444,64,64,0,0,0.194444444444,883.025321371,1.2032526003,14,1,-1.28323600483,0,0,0.0277777777778,0,0,0,0.166666666667,6673.09267356,2284416.0754,106175.789243
13,2309,0.00301723554569,0.0298830662625,0.00301723554569,0.0259852750108,2.62927674318,0.0298830662625,0.0298830662625,0.130434782609,0,0.130434782609,4.53623188406,63.8550724638,63.8550724638,0,0,0.173913043478,830.613748136,1.19097979086,11.8888888889,1,-0.880192778481,0,0,0.0289855072464,0,0,0,0.130434782609,6194.55374103,2229601.33889,72821.8782898
14,2619,0.00305049935567,0.0267277586865,0.00305049935567,0.0229095074456,2.43833524246,0.0267277586865,0.0267277586865,0.142857142857,0,0.142857142857,4.55714285714,64,64,0,0,0.157142857143,905.299051918,1.22282140255,13.7,1,-0.614927031708,0,0,0.0142857142857,0,0,0,0.142857142857,6182.20321957,2471820.86586,72248.4348387
15,4932,0.00141257033151,0.014395782644,0.00141237232614,0.0121654501217,2.2798053528,0.014395782644,0.014395782644,0.154929577465,0.0140845070423,0.140845070423,4.74647887324,63.7323943662,63.7323943662,0,0,0.197183098592,819.788311414,1.18450890796,12.0909090909,1,-0.915946142522,0,0,0.0140845070423,0,0,0.0140845070423,0.154929577465,5774.92233843,2354692.42584,39672.5626942
