snr_db,frames,ldpc_ber,ldpc_fer,hyb_ber,hyb_fer,avg_stage1_iters,grand_invocation_rate,grand_rescue_rate_given_invoked,avg_grand_patterns_per_failed_frame,avg_grand_patterns_per_frame,avg_stage1_decoder_us,avg_grand_decoder_us,avg_total_hybrid_decoder_us
10.5,4320,0.00513011791088,0.0328703703704,0.00513011791088,0.0324074074074,4.83773148148,0.0328703703704,0.0140845070423,33.338028169,1.09583333333,215620.733708,152.037979354,215772.771687
11,5807,0.00415245070604,0.0251420699156,0.00415245070604,0.0241088341657,4.63561219218,0.0251420699156,0.041095890411,34.4794520548,0.866884794214,202342.857126,114.214562098,202457.071688
11.5,7293,0.00314005081928,0.0194707253531,0.00314005081928,0.0191964897847,4.45852187029,0.0194707253531,0.0140845070423,34.2535211268,0.666940902235,189581.209226,88.4021902078,189669.611416
12,9355,0.00225554098744,0.0151790486371,0.00225554098744,0.0149652592197,4.29160876537,0.0151790486371,0.0140845070423,33.3802816901,0.506680919294,117796.949268,75.2212177193,117872.170485
12.5,10105,0.00207131757175,0.014151410193,0.00207131757175,0.0138545274617,4.22256308758,0.014151410193,0.020979020979,34.9440559441,0.494507669471,161214.060387,62.9949584011,161277.055346
