snr_db,decoder,n_frames,ber,fer,ber_stage1,fer_stage1,stage2_invocation_rate,stage2_improve_rate_if_invoked,stage2_true_fix_rate_if_invoked,avg_stage1_bit_errors_if_invoked,p95_stage1_bit_errors_if_invoked,avg_stage1_syndrome_weight_if_invoked,p95_stage1_syndrome_weight_if_invoked,avg_stage1_error_span_if_invoked,p95_stage1_error_span_if_invoked,avg_stage1_error_runs_if_invoked,p95_stage1_error_runs_if_invoked,avg_stage1_block_concentration_if_invoked,p95_stage1_block_concentration_if_invoked,avg_snapshot_attempts_if_invoked,avg_snapshot_success_iter_if_fixed,primary_success_rate_if_invoked,fallback_success_rate_if_invoked,probe_invocation_rate,probe_success_rate_if_invoked,probe_escalation_rate_if_invoked,probe_syndrome_drop_mean_if_invoked,ai_gate_enabled,ai_gate_policy_mode,ai_gate_skip_rate,ai_gate_tiny_rate,ai_gate_full_rate,ai_gate_meta_rate,ai_gate_first_skip_rate,ai_gate_decision_count_mean_if_invoked,ai_gate_escalation_rate_if_invoked,ai_gate_confidence_mean_if_invoked,ai_gate_promise_mean_if_invoked,ai_gate_skip_rate_if_failed,ai_gate_tiny_rate_if_failed,ai_gate_full_rate_if_failed,ai_gate_meta_rate_if_failed,ai_gate_first_skip_rate_if_failed,ai_gate_decision_count_mean_if_failed,ai_gate_escalation_rate_if_failed,ai_gate_confidence_mean_if_failed,ai_gate_promise_mean_if_failed,snapshot_success_at_4,snapshot_success_at_8,snapshot_success_at_12
11.0,hyb15,5669,0.00881849511669925,0.0317516316810725,0.00881849511669925,0.0317516316810725,0.0317516316810725,0.0,0.0,1501.9833333333333,2141.2,1564.6055555555556,2083.1,5191.922222222222,5408.0,882.7333333333333,1159.35,0.024673583878514666,0.0772435925900935,3.0,nan,1.0,nan,0.0,nan,nan,nan,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
11.0,hybairesd15,6172,0.008669557018334375,0.02916396629941672,0.008747482187163253,0.031756318859364877,0.031756318859364877,0.08163265306122448,0.08163265306122448,1489.6683673469388,2133.5,1557.1275510204082,2087.75,5198.301020408163,5408.0,875.7908163265306,1156.75,0.023956574746692667,0.0776923093944788,1.0357142857142858,4.0,0.0,0.0,1.0,0.0,0.9744897959183674,0.10976474642829627,1.0,probe_moe_roi_fix,0.0,0.025510204081632654,0.9744897959183674,0.0,0.0,1.0357142857142858,0.9744897959183674,0.7462539572496804,-0.03312783357117097,0.0,0.025510204081632654,0.9744897959183674,0.0,0.0,1.0357142857142858,0.9744897959183674,0.7462539572496804,-0.03312783357117097,0.08163265306122448,0.0,0.0
11.5,ldpc15,7879,0.005723025254008296,0.022845538773956085,0.005723025254008296,0.022845538773956085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.5,hyb15,7879,0.005723025254008296,0.022845538773956085,0.005723025254008296,0.022845538773956085,0.022845538773956085,0.0,0.0,1354.7555555555555,2074.3499999999995,1430.9166666666667,2058.2999999999997,5119.227777777778,5408.0,804.2444444444444,1152.1,0.030382132155096366,0.10000000149011612,3.0,nan,1.0,nan,0.0,nan,nan,nan,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
11.5,hybairesd15,8744,0.005921452647834255,0.02058554437328454,0.0059615266190984045,0.023559011893870083,0.023559011893870083,0.1262135922330097,0.1262135922330097,1368.4757281553398,2099.0,1444.7427184466019,2064.0,5132.339805825242,5408.0,809.752427184466,1153.5,0.028545714191441397,0.09880952537059784,1.0533980582524272,4.0,0.0,0.0,1.0,0.0,0.9611650485436893,0.1270173155856364,1.0,probe_moe_roi_fix,0.0,0.038834951456310676,0.9611650485436893,0.0,0.0,1.0533980582524272,0.9611650485436893,0.7462694274569021,-0.03463194618983199,0.0,0.038834951456310676,0.9611650485436893,0.0,0.0,1.0533980582524272,0.9611650485436893,0.7462694274569021,-0.03463194618983199,0.1262135922330097,0.0,0.0
12.0,ldpc15,9534,0.004948247350187371,0.018879798615481436,0.004948247350187371,0.018879798615481436,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12.0,hyb15,9534,0.004948247350187371,0.018879798615481436,0.004948247350187371,0.018879798615481436,0.018879798615481436,0.0,0.0,1417.3944444444444,2110.1,1503.138888888889,2059.1,5259.1611111111115,5408.0,836.9666666666667,1129.1999999999998,0.013237602095533577,0.048973040655255255,3.0,nan,1.0,nan,0.0,nan,nan,nan,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
12.0,hybairesd15,10525,0.004915582088293581,0.0171021377672209,0.005015899731549284,0.019097387173396676,0.019097387173396676,0.1044776119402985,0.1044776119402985,1420.402985074627,2110.0,1505.5721393034826,2059.0,5252.890547263682,5408.0,838.0895522388059,1133.0,0.013182012487054612,0.04878048598766327,1.0248756218905473,4.0,0.0,0.0,1.0,0.0,0.9900497512437811,0.11861790080939359,1.0,probe_moe_roi_fix,0.0,0.009950248756218905,0.9900497512437811,0.0,0.0,1.0248756218905473,0.9900497512437811,0.7462865953421711,-0.03729979287420599,0.0,0.009950248756218905,0.9900497512437811,0.0,0.0,1.0248756218905473,0.9900497512437811,0.7462865953421711,-0.03729979287420599,0.1044776119402985,0.0,0.0
12.5,ldpc15,13517,0.003498676113752001,0.013316564326403787,0.003498676113752001,0.013316564326403787,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,none,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12.5,hyb15,13517,0.003498676113752001,0.013316564326403787,0.003498676113752001,0.013316564326403787,0.013316564326403787,0.0,0.0,1420.85,2056.4499999999994,1495.0333333333333,2084.2,5193.794444444445,5408.0,832.7444444444444,1113.05,0.023696147627197205,0.057619048096239404,3.0,nan,1.0,nan,0.0,nan,nan,nan,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0
12.5,hybairesd15,14980,0.0034468665321019743,0.012016021361815754,0.0034827378319021024,0.01328437917222964,0.01328437917222964,0.09547738693467336,0.09547738693467336,1417.8040201005026,2085.0,1493.8743718592964,2084.4,5198.723618090452,5408.0,831.7738693467337,1113.1,0.02280220023389138,0.05809523873031134,1.020100502512563,4.0,0.0,0.0,1.0,0.0,0.9849246231155779,0.12761453606525258,1.0,probe_moe_roi_fix,0.0,0.01507537688442211,0.9849246231155779,0.0,0.0,1.020100502512563,0.9849246231155779,0.7462662027109808,-0.0393608537556407,0.0,0.01507537688442211,0.9849246231155779,0.0,0.0,1.020100502512563,0.9849246231155779,0.7462662027109808,-0.0393608537556407,0.09547738693467336,0.0,0.0
