snr_db,frames,ldpc_ber,ldpc_fer,hyb_ber,hyb_fer,avg_stage1_iters,failed_frame_rate,grand_invocation_rate,gate_positive_rate_given_failed,avg_gate_prob_given_failed,grand_rescue_rate_given_invoked,grand_info_rescue_rate_given_invoked,grand_parity_only_rescue_rate_given_invoked,grand_info_round_success_rate_given_invoked,grand_parity_round_success_rate_given_invoked,grand_block_direct_success_rate_given_invoked,grand_prefix_exact_success_rate_given_invoked,grand_global_exact_success_rate_given_invoked,avg_solver_candidates_per_invoked,avg_candidate_pool_per_invoked,avg_max_free_dim_per_invoked,avg_info_pool_per_invoked,avg_tx_parity_pool_per_invoked,avg_punctured_info_pool_per_invoked,avg_block_patterns_tested_per_invoked,avg_prefixes_kept_per_invoked,avg_selected_blocks_per_invoked,avg_top_block_prob_per_invoked,avg_stage1_decoder_us,avg_grand_decoder_us,avg_total_hybrid_decoder_us
8.5,4198,0.00541040748571,0.0290614578371,0.00541040748571,0.0285850404955,5.12767984755,0.0290614578371,0.0290614578371,1,1,0.016393442623,0,0.016393442623,0,0.016393442623,0,0.016393442623,0,49,425.819672131,0,11.9754098361,1.03278688525,32.4098360656,48,6,0.0491803278689,0.960502928642,4665.94387326,25585.0406652,30250.9845385
9,7228,0.0030081853988,0.0171555063641,0.0030081853988,0.016602102933,4.65605976757,0.0171555063641,0.0171555063641,1,1,0.0322580645161,0,0.0322580645161,0.00806451612903,0.0161290322581,0.0161290322581,0.0161290322581,0,48.9838709677,421.564516129,0,12.4677419355,1.33870967742,31.2258064516,48,6,0.0483870967742,0.955868154764,4942.90316845,5823.17142134,10766.0745898
9.5,8111,0.00290921953982,0.0151645912958,0.00290909914006,0.0147947232154,4.42633460732,0.0151645912958,0.0151645912958,1,1,0.0243902439024,0.00813008130081,0.0162601626016,0.00813008130081,0.0162601626016,0,0.0162601626016,0.00813008130081,49.0081300813,426.032520325,0,12.0243902439,0.813008130081,33.5040650407,48,6,0.0487804878049,0.966430642741,4391.31625264,14308.7629611,18700.0792137
10,13816,0.00165985937952,0.00868558193399,0.00165985937952,0.00868558193399,4.11776201506,0.00868558193399,0.00868558193399,1,1,0.00833333333333,0,0,0,0.00833333333333,0,0.00833333333333,0,49,428.708333333,0,12.275,0.891666666667,33.675,48,6,0.00833333333333,0.966655686001,4904.79310793,15152.0726536,20056.8657615
10.5,17544,0.0012475886521,0.00683994528044,0.0012475886521,0.00683994528044,3.91079571363,0.00683994528044,0.00683994528044,1,1,0,0,0,0,0,0,0,0,49,432.008333333,0,12.4416666667,1.03333333333,32.1333333333,48,6,0,0.96763985008,4362.09437017,11667.7448257,16029.8391958
