snr_db,frames,ldpc_ber,ldpc_fer,hyb_ber,hyb_fer,avg_stage1_iters,grand_invocation_rate,grand_rescue_rate_given_invoked,grand_info_rescue_rate_given_invoked,grand_parity_only_rescue_rate_given_invoked,grand_phase1_success_rate_given_invoked,grand_phase2_success_rate_given_invoked,avg_grand_patterns_per_failed_frame,avg_phase1_patterns_per_failed_frame,avg_phase2_patterns_per_failed_frame,avg_info_pool_per_failed_frame,avg_tx_parity_pool_per_failed_frame,avg_latent_pool_per_failed_frame,avg_grand_patterns_per_frame,avg_stage1_decoder_us,avg_grand_decoder_us,avg_total_hybrid_decoder_us
10.5,6200,0.00499621975806,0.0243548387097,0.00499621975806,0.0241935483871,5.13,0.0243548387097,0.00662251655629,0,0.00662251655629,0,0.00662251655629,697.40397351,560.298013245,137.105960265,13.6754966887,11.8278145695,9.92052980132,16.9851612903,14468.856052,669.928025867,15138.7840778
11,6994,0.00416163072812,0.0214469545325,0.00416163072812,0.0214469545325,4.89719759794,0.0214469545325,0,0,0,0,0,700.693333333,561.94,138.753333333,13.6066666667,11.9,9.98666666667,15.0277380612,13092.6764074,586.615100687,13679.291508
11.5,11237,0.00258953749333,0.0136157337368,0.00258953749333,0.0133487585655,4.59873631752,0.0136157337368,0.0196078431373,0,0.0196078431373,0,0.0196078431373,677.562091503,542.169934641,135.392156863,13.1045751634,11.5816993464,9.75163398693,9.22550502803,9080.63814878,360.128687636,9440.76683641
12,14637,0.00185878467241,0.0103163216506,0.00185878467241,0.0102480016397,4.41729862677,0.0103163216506,0.00662251655629,0,0.00662251655629,0,0.00662251655629,696.61589404,558.317880795,138.298013245,13.4834437086,11.8675496689,9.93377483444,7.18651362984,7904.24251715,280.547131966,8184.78964912
12.5,17476,0.001583812711,0.008640421149,0.001583812711,0.00858319981689,4.25469214923,0.008640421149,0.00662251655629,0,0.00662251655629,0,0.00662251655629,693.549668874,555.98013245,137.569536424,13.5430463576,11.7880794702,9.93377483444,5.99256122683,6482.94806454,234.000580094,6716.94864463
