snr_db,frames,ldpc_ber,ldpc_fer,hyb_ber,hyb_fer,avg_stage1_iters,grand_invocation_rate,grand_rescue_rate_given_invoked,avg_grand_patterns_per_failed_frame,avg_grand_patterns_per_frame,avg_stage1_decoder_us,avg_grand_decoder_us,avg_total_hybrid_decoder_us
10,1461,0.00909854123888,0.0992470910335,0.00909854123888,0.0958247775496,4.66392881588,0.0992470910335,0.0344827586207,38.4620689655,3.81724845996,24028.2926828,424.570275705,24452.8629585
10.5,1813,0.00722591612659,0.0799779371208,0.00722591612659,0.0772200772201,4.56591285163,0.0799779371208,0.0344827586207,36.0206896552,2.88086045229,11607.148879,314.089831186,11921.2387102
11,2260,0.00540220547566,0.0646017699115,0.00540220547566,0.0619469026549,4.3982300885,0.0646017699115,0.041095890411,36.4794520548,2.35663716814,18587.8573848,239.537512333,18827.3948971
11.5,2749,0.00354177087123,0.053473990542,0.00354177087123,0.05092761004,4.25063659513,0.053473990542,0.047619047619,38.5102040816,2.05929428883,15553.419032,192.928483627,15746.3475156
12,3114,0.00370083945488,0.0459216441875,0.00370083945488,0.0449582530507,4.14996788696,0.0459216441875,0.020979020979,41.2797202797,1.89563262685,10459.0150004,172.821063322,10631.8360637
